OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"家庭照顧服務員",全職,17,醫療／美容／保健,170113,照顧服務員,1,20251211,"在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。",台北市士林區,無,,月薪,32000,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2609421&HIRE_ID=13981145","劉先生",20251204
"客服人員",全職,10,技術／維修／操作,100209,客服支援工程師,2,20260118,"1.客戶服務諮詢。2.客戶售後服務及問題諮詢。3.純內勤線上客服人員，非電銷工作",台北市內湖區,無,輪班三班制,月薪,31800,37300,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=73175&HIRE_ID=13945057","中興保全科技股份有限公司台北分公司",20251118
"辦公室清潔專員",全職,19,清潔／家事／托育(保母),190101,大樓及辦公室清潔員,5,20260206,"中小型辦公室進行清潔，如地面、桌櫃、茶水間、廁所、收垃圾等環境清潔。每日""固定"" 時段前往客戶處進行辦公室清潔。(日班時間，7:00-19:00間排班 8 小時)(大台北地區，捷運沿線為主，從您的住家前往客戶處進行清潔，一天大概會跑2-3個地方)",台北市不限,無,日班,月薪,31500,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=12811&HIRE_ID=13986369","洋美環境維護股份有限公司",20251208
"車輛維修技術員",全職,10,技術／維修／操作,100107,汽車維修技術人員,5,20260202,"大客車修護(具維修大小車、引擎、底盤、電機、冷氣等任一項經歷即可)。工作時間：08:00-17:00(週休二日)。------【2025 新北市現場徵才活動-三重區永盛市民活動中心】活動時間:114/12/12(五) 10：00-14：00活動地點:三重區永盛市民活動中心詳細地址:新北市三重區車路頭街133號1樓(永盛公園)＜近捷運三和國中站＞活動資訊請開啟以下網址【https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities_content/1065037295】",台北市內湖區,無,日班,月薪,39500,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=4489&HIRE_ID=13973535","大都會汽車客運股份有限公司",20251202
"工會會務人員",全職,01,經營／行政／總務,010202,行政事務秘書,1,20251231,"1.會議相關執掌：會議安排、協助主管資料搜集彙整、會議手冊與會議紀錄製作、追蹤會議報告與決議執行 2.網站、FB、IG之內容生成、日常運營、維護管理3.各項給付及團保作業4.文件檔案的建立與管理5.活動規劃與執行6.其他事務性工作與主管交辦業務",台北市萬華區,無,日班,月薪,28590,30000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=898999&HIRE_ID=13295785","台北市藝文創作人員職業工會",20250123
"Lady M 長期時薪制工讀生【台北內用店】【謝絕非面試業務／無求職意願者勿洽】",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,4,20251230,"【無求職意願者勿洽／無誠勿擾】請直接投遞完整履歷，合適者會主動聯繫，勿電洽  1.外場服務，及時回應顧客需求。2.分切蛋糕、包裝及商品陳列。3.現場杯盤器皿洗滌、包材整理及備貨。4.環境清潔、維持店櫃內舒適整潔的購物環境。5.視情況安排學習其他崗位：領檯帶位、結帳收銀、飲品製作等。6.上級主管分派之工作及職責。",台北市大安區,無,日班、中班,時薪,195,220,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2321089&HIRE_ID=13959489","亞茜股份有限公司",20251125
"Selfish Burger-【連鎖餐飲集團 儲備幹部】★薪資33K~37K★",全職,01,經營／行政／總務,010105,儲備幹部,1,額滿為止,"➽➽休假日優於同業， 每月休假8~10天，可以讓您在努力工作與享受生活兼顧通過工作站考核後底薪＋獎金33-37K~你還在尋覓一展長才的舞台嗎?~~你對於 “挑戰” 始終正面迎戰，卻仍在尋覓伯樂嗎?~~別懷疑！我們要的就是您~~加入堤諾！成就您我的未來~【工作內容】1.餐飲製作及品質標準維持。2.餐飲銷售及服務。3.硬體設備維護及門市環境清潔整理。4.門店營運管理，門店夥伴訓練。5.遵照服務流程，提供客人專業、即時的服務。6.主動關心、照顧客人，給予客人難以忘懷的用餐體驗服務。7.學習團隊合作，達成團隊目標！其他條件1.餐飲服務業一年以上經驗。2.學習力強，團隊合作能力佳 。3.適應力強，抗壓性高、具強烈的企圖心。4.具親和力、主動積極具工作熱忱。",台北市信義區,1年以上,日班、夜班,月薪,33000,37000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=883191&HIRE_ID=13936977","森邦股份有限公司",20251113
"家電安裝配送人員",全職,15,物流／運輸／資材,150105,貨物搬運人員,1,20261231,"冰箱 洗衣機 電視安裝運送定位具熱忱，主動積極，會有同仁一起會開車具備駕照者佳，無也可有勞健保，舊機獎金",台北市中山區,無,日班,月薪,36000,38000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=141088&HIRE_ID=13869079","泰昀企業有限公司",20251206
"工程部領班",全職,07,工程／研發／生技,070119,電力系統工程師,2,20260112,"機械設備維護",台北市信義區,3年以上,輪班二班制,月薪,35000,42000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1165891&HIRE_ID=13933355","寒舍國際酒店股份有限公司",20251112
"【段純貞】信義威秀-內外場儲備幹部",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20260103,"↗外場服務夥伴↙1. 餐桌佈置及整潔服務2. 顧客接待及座位安排3. 回覆顧客點餐需求與提供建議4. 提供顧客桌邊服務5. 內場廚房支援備料6. 整潔門市環境與餐具保養↗內場服務夥伴↙1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作2.協助廚師測量食材的容量與重量3.分切流程作業4.食材分裝分包",台北市信義區,無,日班、夜班,月薪,35000,40000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2311647&HIRE_ID=13910723","王座國際餐飲股份有限公司",20251103
"【乾杯信義區】老乾杯 兼職外場店員 時薪最高270-C02P4",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,額滿為止,"【工作內容】外場店員：接待及引導、餐點酒水介紹、協助顧客點餐、桌邊服務及維護環境。主管交辦事項等。【工作需求】班別分為早、中、晚班早班10-14 16.5-20.5中班 12-15 17-22晚班 15-23 區間排班；每週排班，可彈性調整",台北市信義區,無,日班、夜班、中班,時薪,190,270,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=933158&HIRE_ID=13991039","乾杯股份有限公司",20251209
"《12/18艋舺站小徵》計時人員",全職,22,其他職類,220101,兼職人員,20,20251218,"協助正職 商品陳列/補貨/收貨驗收/結帳收銀/賣場清潔(彈性排班4~6H/天)",台北市不限,無,日班、夜班、中班,時薪,190,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2330241&HIRE_ID=13979957","三商家購股份有限公司",20251204
"大樓總幹事",全職,01,經營／行政／總務,010106,大廈或社區總幹事/幹事,1,20251231,"執行管理委員會決議、行政事務管理、住戶溝通協調、財務收支管理、公共設施維護與修繕管理、人員督導訓練以及緊急事件處理等",台北市松山區,無,日班,月薪,38000,45000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2364515&HIRE_ID=13856135","運達環境管理顧問有限公司",20251103
"N075 執行製作人(年代向錢看)",全職,13,傳播／娛樂／藝術,130108,節目製作人員,1,20261231,"工作內容1.節目議題發想、新聞議題包裝2.腳本撰寫、來賓溝通、後製處理其他條件1.三年以上電視或網路節目企劃工作經驗2.具高度的新聞追蹤、判斷",台北市內湖區,3年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=186921&HIRE_ID=13839049","年代網際事業股份有限公司",20251122
"電機工程師",全職,07,工程／研發／生技,070121,電機工程師,1,20260103,"從事機械、機具及有關機件之繪圖、設計工作。",台北市中正區,無,日班,月薪,35000,38000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=442417&HIRE_ID=13913141","柏特實業股份有限公司",20251104
"外場/正職(蜀川香酸菜魚)【公司符合職場支持輔導計畫】",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,20251231,"1)迎賓帶位、菜單介紹、協助點餐與商品銷售服務。 2)跑單、擺盤、送餐及聯繫內外場服務。 3)於客人用餐完畢後，負責收拾碗盤與清理環境。 4)協助進行簡易餐飲料理，如：調配飲料、製作甜點等。 5)桌邊服務、結帳及POS機收銀等服務。 6)主管交辦事項。",台北市中山區,無,日班、夜班,月薪,33000,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2510425&HIRE_ID=13262435","米塔泰舍股份有限公司",20250306
"照顧服務員(月薪)",全職,17,醫療／美容／保健,170113,照顧服務員,10,20260105,"身體照顧、日常生活照顧及家事服務",台北市松山區,無,日班,月薪,32000,45800,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2458529&HIRE_ID=13917027","東和居家有限公司附設臺北市私立東和居家長照機構",20251105
"漢堡王-兼職服務員-打烊班[南京三民]",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20260105,"外場作業:環境整潔櫃台作業:收銀作業/顧客服務*內場作業:食品安全/材料準備/高品質餐點製作",台北市松山區,無,夜班,時薪,192,227,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=149530&HIRE_ID=13918623","台鋼漢堡王股份有限公司",20251105
"康是美台北市_門市人員",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,10,額滿為止,"※工作內容1.顧客服務：商品諮詢和推廣、收銀結帳。2.店務營運：檔期活動執行、商品查檢、補貨與盤點作業。3.店型維護：店頭陳列佈置、門市環境維護。4.區組支援：區組門市之間調動支援。※獎金夜班津貼、商品銷售獎金、營運目標達成獎金、年終獎金、個人績效獎金。※福利1.年節賀禮：三節、勞動節、生日 禮金或禮品。2.福儲信託：員工提撥金額公司再加碼，協助您累積另一筆退休金 。3.其他福利：員工團體保險、子女教育獎助學金、旅遊補助。※教育訓練：新進員工將安排門市實習及數位課程訓練。※職涯發展：透過工作學習專業及經營管理，有機會擔任美麗諮詢師、彩妝師，或往管理職晉升。",台北市不限,無,日班、夜班、中班,月薪,35000,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=16458&HIRE_ID=13892523","統一生活事業股份有限公司",20251023
"儲備店長【微型徵才活動職缺】",全職,06,客服／門市,060201,賣場主管/管理人員,10,20260205,"1.賣場營運管理 (1)管理門市營運作業標準，安排人員每日工作內容 (2)乾貨/生鮮等食品用品每月盤點，檢視商品進、銷、存、退，並管理缺貨 (3)商品上架陳列、銷售、品質檢驗，檔期促銷活動陳列與執行 (4)收銀帳務與行政作業管理 (5)店務營運協助與其他主管交辦事項2.部門管理 (1)傾聽部門同仁聲音，協助主管溝通、管理 (2)人員排班、排班系統維護114.12.16 下午2:00~4:00 【北投就業服務站】微型徵才活動現場面試活動地點：【北投就業服務站】(臺北市北投區中央北路一段2號3樓)",台北市不限,無,日班、夜班、輪班二班制,月薪,35000,42000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1011242&HIRE_ID=13983441","家福股份有限公司北北區總管理處",20251205
"資材物料管理人員",全職,15,物流／運輸／資材,150304,倉管人員,2,20251230,"負責管控庫存物料以及管理收發材料、貨品盤點及帳務處理、裝卸、搬運(含工程料單處理)之勞務性工作。派駐台灣電力台北北區營業處地址:台北市北投區立德路1號(在慈濟大愛台對面)薪資:35220/月，另有三節，年終。有重型機車及自小客駕照者(會手排者)應徵者請先電劉先生0937514936/0935349144約時間看現場",台北市北投區,無,日班,月薪,35220,35220,國中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=924575&HIRE_ID=13964027","台灣身心障礙人福利促進協會",20251210
"【CBD0101】商務拓展顧問 Business Development Consultant",全職,02,業務／貿易／銷售,020102,業務人員,1,20260101,"【What you will be doing】- 陌生拜訪、講座分享、1:1 諮詢等方式提供極佳的零售業解決方案（以銷售為導向）- 根據市場及客戶需求，提供客戶合適的解決方案- 銷售線上開店與線下 POS 系統與 O2O 整合方案- 負責產品報價、訂單處理、並處理應收帳款相關事宜- 預估業績及目標達成【Who we are looking for】- 熟悉電子商務市場- 具備軟體專案管理、或企業級系統 SAAS (CRM / ERP / 倉儲) / POS 銷售經驗尤佳（1-3年）- 良好跨部門溝通及團隊合作能力- 良好簡報技巧- Mac OS 系統 / Microsoft Office",台北市松山區,無,,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2407399&HIRE_ID=13565321","商線科技股份有限公司",20250523
"三創門市-銷售顧問（店長）",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,2,20251216,"1.顧客服務與銷售：接待顧客、提供專業產品介紹與試聽體驗，完成銷售與售後服務。2.商品管理：負責包裝、補貨、陳列與環境維護，維持門市整潔與品牌形象。3.營運報表與行政作業：每日結帳、庫存盤點、銷售報表及內部行政事務。4.活動支援：配合行銷活動、促銷專案與新品發表，協助現場執行與顧客互動。5.店務營運支持：協助新人指導、現場管理及突發狀況處理，確保營運順暢。6.跨部門協作：與團隊夥伴共同優化顧客旅程與服務流程，確保體驗品質一致。",台北市中山區,3年以上,日班、夜班,月薪,45000,60000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1108436&HIRE_ID=13975411","正成貿易股份有限公司",20251202
"連鎖餐飲集團-瓦薩美式比薩 Vasa Pizza 營運督導 【4.3萬~4.8萬底薪, 獎金另計】展店擴大招募",全職,06,客服／門市,060201,賣場主管/管理人員,1,額滿為止,"➽➽休假日優於同業， 每月休假8~10天，可以讓您在努力工作與享受生活兼顧【工作需求】1.駐點門市對教育訓練有熱忱 ，輔導店群達成公司營運目標。2.觀察力強，善與人溝通。 3.主管交辦事項、及跨部門溝通協調與其他專案支援。4.入職後需先在門市學習各項工作作業流程完成過站考核。【工作內容】1. 依照總公司品牌政策傳達與執行。2. 獨立開展團隊培訓，激勵員工，調整員工工作積極性，營造良好的公司氛圍。3. 落實門市管理，穩定產品品質、門市營運稽核。4. 範圍：大台北市地區管理責任：管理5-8人其他條件其他條件1. 工作態度認真，且積極負責。2. 喜歡與人群互動！3. 熱衷於團隊活動，能與夥伴們溝通，達成團隊目標！",台北市內湖區,2年以上,日班,月薪,43000,48000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=883191&HIRE_ID=13935937","森邦股份有限公司",20251113
"【幸福企業招募】寬頻安裝維修工程師 (台北市南港區、內湖區) - 無經驗可培訓",全職,10,技術／維修／操作,100205,電信及電力線路架設工,3,20351231,"＞＞工作內容1. 產品安裝與維護：負責有線電視、寬頻網路等相關產品的安裝與維護，確保客戶享受流暢的服務體驗。2. 客戶服務：直接到客戶現場進行裝機及維護服務，確保客戶需求得到滿足，並提供專業的技術支持。3. 專業說明：向客戶詳細解釋服務內容及產品使用，建立良好的客戶關係，提升客戶滿意度。4. 網路架設與品質維修：負責 HFC 網路的架設及品質維修，確保系統運行穩定，為客戶提供高品質的網路服務。5. 多樣化任務：參與其他工程部門的工作需求，協助團隊完成各項任務，提升工作效率。＞＞為何加入我們？1. 成長機會：我們提供專業培訓，助你在技術領域不斷進步，成為行業專家。2. 團隊文化：在這裡，你將與熱情和專業的團隊一起工作，共同克服挑戰，享受工作中的每個成就。3. 競爭力薪資與福利：提供具有競爭力的薪資，及完善福利方案，讓你安心工作。＞＞立即申請，成為我們團隊的一份子！＞＞薪資將依據學歷和工作經驗進行個別評估。＞＞平均年終月數可達 2 個月以上，實際月數視個人年度考績等第核發。",台北市南港區,無,日班,月薪,30000,43000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=650949&HIRE_ID=13719161","凱擘股份有限公司",20250805
"行銷企劃專員(婦女再就業專案)",全職,21,行銷／企劃／專案,210103,行銷企劃人員,1,20260831,"1.檔期行銷企劃 : 數據分析、企劃提案、資源整合、檔期活動執行、報告撰寫2.檔期消息文案 : 檔期⽣活提案、店內廣播文、最新活動消息文等。3.其他專案 : 如銀行、百貨等異業合作窗口等。4. 協助處理主管交辦事項",台北市中山區,無,,月薪,33000,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2229973&HIRE_ID=13944501","三友藥妝股份有限公司",20251118
"小胖燒烤ATT 晚班內場正職服務人員",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,額滿為止,"內場工作內容：食材認識、生鮮處理、肉品切割、海鮮處理、鍋底製作、洗滌區清潔1.各種食材準備、烹飪、調理、清洗、剝、削、切、以及成品包裝。2.協助測量食材的容量與重量。3.於出菜時負責菜餚擺盤或調整份量之工作。4.清洗生產器皿，擦乾後歸位，做好器具保管。5.環境的打掃清潔例行工作。6.廚餘、資源回收及垃圾處理。7.日常廚房設備器具維護及衛生清潔管理工作。8.執行其它主管交辦事項。9.團隊合作完成開場、收班清潔，準備營業所需材料，維持環境整潔。",台北市信義區,無,夜班、中班,月薪,40000,48000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2519803&HIRE_ID=13920915","逐鹿餐飲有限公司",20251201
"居家照顧服務員",全職,17,醫療／美容／保健,170113,照顧服務員,10,20251223,"協助無侵⼊性基本⽣活照顧、日常外出、居家陪伴",台北市大安區,無,日班、中班,時薪,200,500,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2451549&HIRE_ID=13892613","社團法人台灣樂活服務發展協會附設臺北市私立樂活居家長照機構",20251023
"外場服務人員",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,10,20260105,"設桌、收桌、備料、洗碗、環境清潔。",台北市信義區,無,輪班二班制,月薪,38000,42000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2518791&HIRE_ID=13918199","豊漁股份有限公司",20251105
"南港區辦公大樓清潔",全職,19,清潔／家事／托育(保母),190102,清潔工／資源回收人員,3,20260110,"1. 負責工作區域清潔工作。2. 負責現場資源回收整理及垃圾處理。3. 負責日常清潔保養工作。4. 執行其它清潔相關交辦事項。",台北市南港區,無,日班,月薪,29000,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=532195&HIRE_ID=13927227","嘉新事業有限公司",20251110
"門市儲備幹部",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,5,20260201,"1.執行站所日常作業2.協力站長工作計畫執行與文書報表3.規劃與執行產品試吃、產品推廣活動，以促進消費人數與業績成長4.經營社員關係5.協力站長組織地區營運、社員活動及行政作業日班、晚班、需輪班08:00-20:00(工時8小時)【2025 新北市現場徵才活動-三重區永盛市民活動中心】活動時間:114/12/12(五) 10：00-14：00活動地點:三重區永盛市民活動中心詳細地址:新北市三重區車路頭街133號1樓(永盛公園)＜近捷運三和國中站＞活動資訊請開啟以下網址【https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities_content/1065037295】",台北市不限,無,,月薪,35000,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=19237&HIRE_ID=13971941","有限責任台灣主婦聯盟生活消費合作社",20251201
"系統工程師",全職,07,工程／研發／生技,070214,電子產品系統工程師,1,20251221,"軟硬體開發及維護",台北市大安區,3年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2587377&HIRE_ID=13888505","匯達國際資訊有限公司",20251021
"【南西店】美式餐飲外場正職服務人員",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20260116,"☝吉比鮮釀餐廳是一家專注於提供正宗美式風格的鮮釀啤酒餐廳☝擁有專屬的鮮釀啤酒廠；主打現點現做的手工創意料理！✅通勤方便中山捷運站4號出口旁→新光南西三館8樓✅工作內容：樓面服務：協助上菜、收桌、補充外場備品等基礎服務工作桌邊服務：向客人介紹菜單、依照負責桌次提供客人用餐期間相關服務✅ 外場的工作適合我嗎？只要你樂於與人互動，有意願學習美式餐飲服務技能。✅ 有機會學吧台調酒嗎？GBA鼓勵已熟悉外場服務工作的同事往吧台調酒員發展學會的技能越多，薪水越高✅薪資與排休：外場正職人員    38，000~40，000元/月 (依經驗敘薪)月排休8-10天，週排班制✅福利：．提供值班餐點、員工制服．休假門市用餐5折優惠(依門市規定)．任職滿三個月享職工福利委員會獎金/補助福利    (例如：三節、生日禮金；婚喪補助等...)．透明升遷管道、每年定期績效評估與調薪",台北市中山區,無,輪班二班制,月薪,38000,40000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=877971&HIRE_ID=13942263","吉比鮮釀股份有限公司",20251117
"山本漢堡排-儲備副廚、廚師",全職,16,旅遊／餐飲／休閒,160290,其他類廚師,3,20260114,"★◎※#13【內場服務-基本工作內容】廚房：餐飲備料、製餐、廚房相關作業、環境維護、主管交辦事項。【內場服務-管理工作內容】廚房：人員教育、食材控管、廚房相關管理、維護作業、主管交辦事項。",台北市大安區,3年以上,日班、中班,月薪,45000,50000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1122815&HIRE_ID=13938623","大品國際聯合餐飲股份有限公司",20251114
"社區清潔員(重陽路)",全職,19,清潔／家事／托育(保母),190104,環境清潔工,5,額滿為止,"社區大樓環境清潔維護",台北市南港區,無,日班,月薪,28590,31000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2444261&HIRE_ID=13986953","誠豐環保服務有限公司",20251208
"事務員",全職,01,經營／行政／總務,010206,行政助理,3,額滿為止,"櫃台掛號、收費",台北市大同區,1年以上,日班,月薪,31717,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=469825&HIRE_ID=13884521","臺北市立聯合醫院",20251020
"內場廚房廚師",兼職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,2,20331231,"1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作。2.測量食材的容量與重量。3.依照客人的點單，準備不同菜色所需要的食材。4.於出菜時負責菜餚擺盤或調整份量之工作。5.準備於營業時間內的點菜或宴會所需菜餚。6.確保所負責類別的食品均符合衛生管理的規定。7.維持與確保冷凍庫及工作區域的衛生及清潔整理標準。8.保持烹飪材料的適當存量。9.清理清潔乾淨廚房一切相關事務。10. 備料，員工餐，點菜．",台北市大安區,2年以上,部份工時：14時00分至22時00分,月薪,30000,60000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2481243&HIRE_ID=11787003","瑪可士西班牙料理有限公司",20230220
"堤諾Tino's Pizza Café【連鎖餐飲集團 內場兼職夥伴】士林門市★通過各級考核與加計工作獎金，時薪可達$210以上★",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,額滿為止,"➽➽要找份兼職工作??歡迎排個時間聊聊!有的是好玩的夥伴，賺的是錢與開心~【工作內容】1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作。2.測量食材的容量與重量。3.依照客人的點單，準備所需要的食材。4.於出菜時負責菜餚擺盤或調整份量之工作。5.製餐流程、符合食品安全衛生與製餐流程。6.學習團隊合作，達成團隊目標。7.披薩及義大利麵及其他各式前菜餐點製作。8.通過各級考核與加計工作獎金，時薪最高可達210元以上 。9.無經驗可其他條件對餐飲及服務工作有熱忱！ ",台北市士林區,無,部份工時：時分至時分,時薪,190,210,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1127296&HIRE_ID=13937553","商邦餐飲有限公司",20251113
"西點、麵包烘焙人員",全職,16,旅遊／餐飲／休閒,160203,西點、麵包烘焙人員,10,20260201,"麵包製作販賣",台北市信義區,1年以上,輪班二班制,月薪,30000,30000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=809912&HIRE_ID=13971919","松山慈惠堂",20251201
"領班",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,20260201,"1.餐飲服務相關工作2.協助行政事項執行3.員工管理及服務品質維護4.其它主管指派事務【2025 新北市現場徵才活動-三重區永盛市民活動中心】活動時間:114/12/12(五) 10：00-14：00活動地點:三重區永盛市民活動中心詳細地址:新北市三重區車路頭街133號1樓(永盛公園)＜近捷運三和國中站＞活動資訊請開啟以下網址【https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities_content/1065037295】",台北市信義區,無,輪班二班制,月薪,38000,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2496381&HIRE_ID=13969075","潮品美食股份有限公司",20251201
"報關進口OP人員(台北)",全職,02,業務／貿易／銷售,020202,押匯及報關人員,1,20260203,"報關進口OP人員1.負責代辦客戶進口通關、進口報單繕打、處理進口通關相關作業。2.電腦查詢、文件建檔、客戶報表彙製及確認通關放行。3.相關費用申請與通知。4.主管交辦事項。",台北市中正區,無,日班,月薪,36000,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=38788&HIRE_ID=13976345","建新國際股份有限公司",20251203
"西餐廚師/廚助(金色三麥LE BLE D'OR餐飲集團)",全職,16,旅遊／餐飲／休閒,160206,廚師助理,5,20260209,"1.製作餐點出餐及餐期前備料2.協助並配合主管調配廚務工作3.餐飲科系畢業佳4.需具備中餐丙級或西餐丙級技術士證5.廚師需具有6個月以上廚務經驗*到職日需自備[一年效期供膳體檢表]*",新北市不限,無,日班、夜班、中班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2216585&HIRE_ID=13989003","金色三麥餐飲股份有限公司",20251209
"幼童車駕駛",兼職,15,物流／運輸／資材,150103,小客(貨)車司機,1,額滿為止,"領有職業小型車的駕駛執照，駕駛幼童專用車，接送學童上下學。",台北市文山區,無,日班、部份工時：06時30分至08時30分,部分工時(月薪),31000,32000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=925316&HIRE_ID=13890639","台北市私立再興高級中學",20251022
